Zip|IncomeRange|NumberOfReturns
10918|$75,000 under $100,000|660
10924|$200,000 or more|660
10924|$75,000 under $100,000|660
10962|$1 under $25,000|660
11518|$200,000 or more|660
11755|$75,000 under $100,000|660
11764|$75,000 under $100,000|660
11804|$100,000 under $200,000|660
12033|$50,000 under $75,000|660
12123|$1 under $25,000|660
12758|$1 under $25,000|660
12804|$200,000 or more|660
12944|$1 under $25,000|660
13036|$50,000 under $75,000|660
13203|$50,000 under $75,000|660
13803|$1 under $25,000|660
13849|$1 under $25,000|660
13862|$1 under $25,000|660
14218|$75,000 under $100,000|660
14433|$1 under $25,000|660
14482|$50,000 under $75,000|660
14548|$1 under $25,000|660
14568|$25,000 under $50,000|660
14625|$75,000 under $100,000|660
14870|$50,000 under $75,000|660
14901|$50,000 under $75,000|660
10005|$1 under $25,000|650
10018|$75,000 under $100,000|650
10506|$1 under $25,000|650
10549|$75,000 under $100,000|650
10595|$200,000 or more|650
10913|$1 under $25,000|650
10925|$1 under $25,000|650
10980|$200,000 or more|650
11030|$50,000 under $75,000|650
11221|$200,000 or more|650
11366|$75,000 under $100,000|650
11518|$75,000 under $100,000|650
11576|$25,000 under $50,000|650
11577|$50,000 under $75,000|650
11715|$100,000 under $200,000|650
11771|$50,000 under $75,000|650
11968|$50,000 under $75,000|650
12143|$25,000 under $50,000|650
12518|$100,000 under $200,000|650
12586|$75,000 under $100,000|650
12833|$1 under $25,000|650
13066|$75,000 under $100,000|650
13118|$25,000 under $50,000|650
13152|$25,000 under $50,000|650
13413|$200,000 or more|650
13605|$1 under $25,000|650
13662|$75,000 under $100,000|650
13753|$1 under $25,000|650
13760|$200,000 or more|650
14505|$25,000 under $50,000|650
14530|$25,000 under $50,000|650
14532|$1 under $25,000|650
14546|$25,000 under $50,000|650
14905|$50,000 under $75,000|650
10601|$75,000 under $100,000|640
10992|$50,000 under $75,000|640
11102|$200,000 or more|640
11565|$25,000 under $50,000|640
11776|$200,000 or more|640
11792|$25,000 under $50,000|640
11940|$100,000 under $200,000|640
12122|$1 under $25,000|640
12184|$100,000 under $200,000|640
12210|$50,000 under $75,000|640
13074|$1 under $25,000|640
13209|$75,000 under $100,000|640
13492|$75,000 under $100,000|640
13617|$50,000 under $75,000|640
13811|$1 under $25,000|640
14032|$25,000 under $50,000|640
14070|$25,000 under $50,000|640
14136|$25,000 under $50,000|640
14433|$25,000 under $50,000|640
14454|$25,000 under $50,000|640
14470|$50,000 under $75,000|640
14485|$1 under $25,000|640
14487|$25,000 under $50,000|640
14572|$25,000 under $50,000|640
10007|$100,000 under $200,000|630
10570|$50,000 under $75,000|630
10594|$100,000 under $200,000|630
10804|$25,000 under $50,000|630
10913|$100,000 under $200,000|630
11414|$200,000 or more|630
11596|$50,000 under $75,000|630
11705|$200,000 or more|630
11724|$200,000 or more|630
11790|$75,000 under $100,000|630
11792|$200,000 or more|630
12095|$100,000 under $200,000|630
12534|$75,000 under $100,000|630
12549|$75,000 under $100,000|630
12571|$50,000 under $75,000|630
12701|$50,000 under $75,000|630
12962|$25,000 under $50,000|630
13032|$75,000 under $100,000|630
13035|$25,000 under $50,000|630
13637|$1 under $25,000|630
14042|$1 under $25,000|630
14057|$50,000 under $75,000|630
14067|$25,000 under $50,000|630
14527|$100,000 under $200,000|630
14706|$25,000 under $50,000|630
14883|$1 under $25,000|630
10516|$1 under $25,000|620
10580|$50,000 under $75,000|620
10803|$50,000 under $75,000|620
10921|$1 under $25,000|620
10962|$100,000 under $200,000|620
10987|$1 under $25,000|620
11354|$200,000 or more|620
11598|$25,000 under $50,000|620
11692|$75,000 under $100,000|620
11951|$75,000 under $100,000|620
11978|$1 under $25,000|620
12170|$25,000 under $50,000|620
12563|$25,000 under $50,000|620
12871|$1 under $25,000|620
13148|$100,000 under $200,000|620
13152|$200,000 or more|620
13206|$75,000 under $100,000|620
13733|$25,000 under $50,000|620
13790|$75,000 under $100,000|620
13815|$100,000 under $200,000|620
13904|$50,000 under $75,000|620
14031|$200,000 or more|620
14031|$50,000 under $75,000|620
14059|$75,000 under $100,000|620
14120|$200,000 or more|620
14211|$50,000 under $75,000|620
14219|$100,000 under $200,000|620
14532|$25,000 under $50,000|620
10547|$25,000 under $50,000|610
10594|$1 under $25,000|610
10704|$200,000 or more|610
10709|$50,000 under $75,000|610
10940|$200,000 or more|610
11701|$200,000 or more|610
11716|$75,000 under $100,000|610
11789|$50,000 under $75,000|610
12019|$200,000 or more|610
12540|$25,000 under $50,000|610
12572|$50,000 under $75,000|610
12582|$100,000 under $200,000|610
12827|$1 under $25,000|610
13036|$100,000 under $200,000|610
13224|$100,000 under $200,000|610
13460|$25,000 under $50,000|610
13748|$1 under $25,000|610
14131|$25,000 under $50,000|610
14423|$25,000 under $50,000|610
14454|$100,000 under $200,000|610
14590|$25,000 under $50,000|610
10504|$100,000 under $200,000|600
10520|$75,000 under $100,000|600
10577|$200,000 or more|600
10589|$50,000 under $75,000|600
10804|$50,000 under $75,000|600
10916|$100,000 under $200,000|600
10928|$25,000 under $50,000|600
11560|$100,000 under $200,000|600
11753|$50,000 under $75,000|600
11980|$1 under $25,000|600
11980|$100,000 under $200,000|600
12123|$25,000 under $50,000|600
12522|$25,000 under $50,000|600
12790|$25,000 under $50,000|600
12885|$25,000 under $50,000|600
12887|$25,000 under $50,000|600
13108|$25,000 under $50,000|600
13849|$25,000 under $50,000|600
14006|$100,000 under $200,000|600
14568|$100,000 under $200,000|600
14727|$25,000 under $50,000|600
14895|$50,000 under $75,000|600
10502|$1 under $25,000|590
11514|$1 under $25,000|590
11559|$100,000 under $200,000|590
11693|$75,000 under $100,000|590
11705|$25,000 under $50,000|590
11798|$75,000 under $100,000|590
12037|$1 under $25,000|590
12061|$75,000 under $100,000|590
12180|$200,000 or more|590
12186|$25,000 under $50,000|590
12518|$25,000 under $50,000|590
12542|$100,000 under $200,000|590
12771|$75,000 under $100,000|590
13082|$25,000 under $50,000|590
13215|$200,000 or more|590
13367|$50,000 under $75,000|590
13456|$1 under $25,000|590
13795|$1 under $25,000|590
14085|$50,000 under $75,000|590
14141|$50,000 under $75,000|590
14174|$25,000 under $50,000|590
14502|$75,000 under $100,000|590
10044|$200,000 or more|580
10069|$100,000 under $200,000|580
10310|$200,000 or more|580
10989|$75,000 under $100,000|580
11206|$200,000 or more|580
11545|$50,000 under $75,000|580
11579|$1 under $25,000|580
11752|$75,000 under $100,000|580
11763|$200,000 or more|580
11769|$75,000 under $100,000|580
11963|$200,000 or more|580
12018|$50,000 under $75,000|580
12051|$1 under $25,000|580
12148|$1 under $25,000|580
12203|$200,000 or more|580
12569|$75,000 under $100,000|580
12883|$25,000 under $50,000|580
13084|$1 under $25,000|580
13131|$1 under $25,000|580
13350|$50,000 under $75,000|580
13417|$1 under $25,000|580
13617|$100,000 under $200,000|580
13669|$75,000 under $100,000|580
13732|$50,000 under $75,000|580
14085|$75,000 under $100,000|580
14105|$25,000 under $50,000|580
14589|$50,000 under $75,000|580
10474|$50,000 under $75,000|570
10523|$75,000 under $100,000|570
10970|$75,000 under $100,000|570
11363|$25,000 under $50,000|570
11514|$100,000 under $200,000|570
11565|$50,000 under $75,000|570
11709|$25,000 under $50,000|570
11755|$200,000 or more|570
11766|$75,000 under $100,000|570
11777|$50,000 under $75,000|570
12009|$50,000 under $75,000|570
12594|$1 under $25,000|570
12839|$75,000 under $100,000|570
12865|$1 under $25,000|570
13030|$1 under $25,000|570
13030|$25,000 under $50,000|570
13329|$1 under $25,000|570
13365|$50,000 under $75,000|570
13439|$1 under $25,000|570
13642|$50,000 under $75,000|570
13827|$75,000 under $100,000|570
14036|$25,000 under $50,000|570
14080|$1 under $25,000|570
14202|$1 under $25,000|570
14206|$75,000 under $100,000|570
14607|$100,000 under $200,000|570
14738|$1 under $25,000|570
14903|$50,000 under $75,000|570
10528|$75,000 under $100,000|560
10553|$75,000 under $100,000|560
10579|$200,000 or more|560
10920|$50,000 under $75,000|560
11103|$200,000 or more|560
11104|$200,000 or more|560
11507|$25,000 under $50,000|560
11557|$25,000 under $50,000|560
11579|$100,000 under $200,000|560
11579|$200,000 or more|560
12053|$1 under $25,000|560
12157|$1 under $25,000|560
12303|$200,000 or more|560
12414|$100,000 under $200,000|560
12545|$1 under $25,000|560
12828|$100,000 under $200,000|560
12845|$25,000 under $50,000|560
12972|$100,000 under $200,000|560
13029|$50,000 under $75,000|560
13132|$1 under $25,000|560
13159|$25,000 under $50,000|560
13340|$50,000 under $75,000|560
13417|$25,000 under $50,000|560
13452|$25,000 under $50,000|560
13787|$1 under $25,000|560
14063|$75,000 under $100,000|560
14094|$200,000 or more|560
14214|$75,000 under $100,000|560
14414|$100,000 under $200,000|560
14464|$50,000 under $75,000|560
14482|$100,000 under $200,000|560
14513|$100,000 under $200,000|560
14772|$1 under $25,000|560
14787|$25,000 under $50,000|560
14837|$25,000 under $50,000|560
14871|$1 under $25,000|560
10536|$25,000 under $50,000|550
10579|$50,000 under $75,000|550
10589|$75,000 under $100,000|550
10916|$1 under $25,000|550
11559|$25,000 under $50,000|550
11596|$75,000 under $100,000|550
11713|$75,000 under $100,000|550
11715|$1 under $25,000|550
11729|$200,000 or more|550
11797|$25,000 under $50,000|550
11804|$200,000 or more|550
11944|$25,000 under $50,000|550
11963|$50,000 under $75,000|550
12027|$100,000 under $200,000|550
12095|$75,000 under $100,000|550
12134|$1 under $25,000|550
12159|$25,000 under $50,000|550
12404|$1 under $25,000|550
12566|$75,000 under $100,000|550
12803|$100,000 under $200,000|550
12919|$1 under $25,000|550
13634|$1 under $25,000|550
13811|$25,000 under $50,000|550
14031|$75,000 under $100,000|550
14062|$1 under $25,000|550
14068|$25,000 under $50,000|550
14215|$100,000 under $200,000|550
14222|$200,000 or more|550
14428|$75,000 under $100,000|550
14472|$200,000 or more|550
14472|$50,000 under $75,000|550
14510|$25,000 under $50,000|550
14513|$75,000 under $100,000|550
14514|$100,000 under $200,000|550
14823|$1 under $25,000|550
10532|$1 under $25,000|540
10538|$75,000 under $100,000|540
10925|$100,000 under $200,000|540
10926|$1 under $25,000|540
11020|$100,000 under $200,000|540
11023|$25,000 under $50,000|540
11363|$200,000 or more|540
11516|$200,000 or more|540
11740|$50,000 under $75,000|540
11804|$1 under $25,000|540
11952|$100,000 under $200,000|540
12083|$1 under $25,000|540
12449|$1 under $25,000|540
12582|$1 under $25,000|540
12839|$100,000 under $200,000|540
13033|$1 under $25,000|540
13078|$50,000 under $75,000|540
13084|$25,000 under $50,000|540
13214|$50,000 under $75,000|540
13224|$50,000 under $75,000|540
13308|$1 under $25,000|540
13323|$75,000 under $100,000|540
13403|$25,000 under $50,000|540
13830|$25,000 under $50,000|540
13838|$25,000 under $50,000|540
14174|$100,000 under $200,000|540
14218|$100,000 under $200,000|540
14416|$1 under $25,000|540
14710|$1 under $25,000|540
14801|$25,000 under $50,000|540
14812|$1 under $25,000|540
14830|$200,000 or more|540
14843|$100,000 under $200,000|540
14883|$25,000 under $50,000|540
10004|$100,000 under $200,000|530
10522|$75,000 under $100,000|530
10589|$25,000 under $50,000|530
10604|$75,000 under $100,000|530
10607|$200,000 or more|530
10706|$25,000 under $50,000|530
10707|$75,000 under $100,000|530
10920|$75,000 under $100,000|530
10992|$75,000 under $100,000|530
11378|$200,000 or more|530
11769|$200,000 or more|530
12158|$50,000 under $75,000|530
12446|$25,000 under $50,000|530
12524|$200,000 or more|530
12553|$200,000 or more|530
12572|$75,000 under $100,000|530
12580|$1 under $25,000|530
12834|$100,000 under $200,000|530
12944|$25,000 under $50,000|530
13077|$50,000 under $75,000|530
13132|$25,000 under $50,000|530
13210|$100,000 under $200,000|530
13211|$50,000 under $75,000|530
13317|$1 under $25,000|530
13326|$25,000 under $50,000|530
13411|$1 under $25,000|530
13421|$75,000 under $100,000|530
13667|$1 under $25,000|530
13754|$1 under $25,000|530
13833|$25,000 under $50,000|530
14467|$75,000 under $100,000|530
14487|$100,000 under $200,000|530
14527|$75,000 under $100,000|530
14615|$75,000 under $100,000|530
14733|$25,000 under $50,000|530
14845|$200,000 or more|530
10464|$1 under $25,000|520
10607|$50,000 under $75,000|520
10705|$200,000 or more|520
10930|$50,000 under $75,000|520
10989|$200,000 or more|520
11565|$75,000 under $100,000|520
11577|$75,000 under $100,000|520
11786|$200,000 or more|520
11796|$100,000 under $200,000|520
11942|$100,000 under $200,000|520
12027|$1 under $25,000|520
12110|$200,000 or more|520
12122|$25,000 under $50,000|520
12159|$50,000 under $75,000|520
12413|$1 under $25,000|520
12846|$1 under $25,000|520
12953|$100,000 under $200,000|520
13073|$50,000 under $75,000|520
13140|$25,000 under $50,000|520
13159|$100,000 under $200,000|520
13743|$1 under $25,000|520
13815|$75,000 under $100,000|520
14001|$75,000 under $100,000|520
14011|$50,000 under $75,000|520
14047|$50,000 under $75,000|520
14125|$1 under $25,000|520
14141|$100,000 under $200,000|520
14305|$100,000 under $200,000|520
14305|$75,000 under $100,000|520
14522|$100,000 under $200,000|520
14589|$100,000 under $200,000|520
14750|$25,000 under $50,000|520
14757|$1 under $25,000|520
14886|$100,000 under $200,000|520
14886|$50,000 under $75,000|520
14891|$25,000 under $50,000|520
14892|$50,000 under $75,000|520
10031|$200,000 or more|510
10459|$100,000 under $200,000|510
10524|$100,000 under $200,000|510
10547|$50,000 under $75,000|510
10580|$75,000 under $100,000|510
11024|$100,000 under $200,000|510
11030|$75,000 under $100,000|510
11096|$50,000 under $75,000|510
11220|$200,000 or more|510
11598|$50,000 under $75,000|510
11749|$1 under $25,000|510
11933|$50,000 under $75,000|510
11971|$25,000 under $50,000|510
12018|$75,000 under $100,000|510
12077|$25,000 under $50,000|510
12526|$1 under $25,000|510
12543|$1 under $25,000|510
12547|$1 under $25,000|510
12561|$200,000 or more|510
12572|$200,000 or more|510
12721|$100,000 under $200,000|510
12809|$1 under $25,000|510
12986|$50,000 under $75,000|510
13053|$25,000 under $50,000|510
13439|$25,000 under $50,000|510
13471|$1 under $25,000|510
13491|$1 under $25,000|510
13795|$25,000 under $50,000|510
13803|$25,000 under $50,000|510
13862|$25,000 under $50,000|510
14172|$1 under $25,000|510
14222|$75,000 under $100,000|510
14411|$75,000 under $100,000|510
14414|$50,000 under $75,000|510
14512|$25,000 under $50,000|510
14514|$50,000 under $75,000|510
14548|$25,000 under $50,000|510
14821|$1 under $25,000|510
14843|$75,000 under $100,000|510
14882|$1 under $25,000|510
10040|$200,000 or more|500
10507|$25,000 under $50,000|500
10560|$100,000 under $200,000|500
10570|$75,000 under $100,000|500
10576|$100,000 under $200,000|500
10923|$75,000 under $100,000|500
10994|$25,000 under $50,000|500
11003|$200,000 or more|500
11516|$25,000 under $50,000|500
11560|$25,000 under $50,000|500
11753|$75,000 under $100,000|500
11792|$50,000 under $75,000|500
11934|$50,000 under $75,000|500
11935|$1 under $25,000|500
12043|$50,000 under $75,000|500
12134|$25,000 under $50,000|500
12816|$25,000 under $50,000|500
12983|$100,000 under $200,000|500
12983|$50,000 under $75,000|500
13035|$50,000 under $75,000|500
13074|$25,000 under $50,000|500
13090|$200,000 or more|500
13491|$25,000 under $50,000|500
13655|$25,000 under $50,000|500
13676|$75,000 under $100,000|500
13825|$1 under $25,000|500
14006|$75,000 under $100,000|500
14057|$75,000 under $100,000|500
14209|$50,000 under $75,000|500
14489|$50,000 under $75,000|500
14712|$1 under $25,000|500
14719|$1 under $25,000|500
10560|$1 under $25,000|490
10576|$1 under $25,000|490
10803|$75,000 under $100,000|490
10920|$200,000 or more|490
10925|$25,000 under $50,000|490
10930|$75,000 under $100,000|490
11005|$100,000 under $200,000|490
11355|$200,000 or more|490
11576|$50,000 under $75,000|490
11940|$25,000 under $50,000|490
12053|$100,000 under $200,000|490
12186|$50,000 under $75,000|490
12198|$75,000 under $100,000|490
12209|$100,000 under $200,000|490
12302|$200,000 or more|490
12443|$1 under $25,000|490
12525|$1 under $25,000|490
12594|$25,000 under $50,000|490
12827|$25,000 under $50,000|490
12962|$100,000 under $200,000|490
13080|$1 under $25,000|490
13152|$50,000 under $75,000|490
13167|$1 under $25,000|490
13317|$25,000 under $50,000|490
13476|$1 under $25,000|490
13480|$1 under $25,000|490
14201|$50,000 under $75,000|490
14568|$50,000 under $75,000|490
14810|$100,000 under $200,000|490
14870|$75,000 under $100,000|490
14904|$75,000 under $100,000|490
14905|$75,000 under $100,000|490
10454|$75,000 under $100,000|480
10464|$100,000 under $200,000|480
10560|$200,000 or more|480
10804|$75,000 under $100,000|480
10918|$200,000 or more|480
10921|$100,000 under $200,000|480
11233|$200,000 or more|480
11366|$200,000 or more|480
11507|$50,000 under $75,000|480
